timestamp,class,confidence,x,y,w,h,action,height,temp,speed_x,speed_y,speed_z,flight_time,battery
1758700197.3400068,0,0.859870195388794,486,298,111,134,move_forward,70,61.0,0,0,0,7,100
1758700199.8567932,0,0.800240159034729,473,300,118,141,move_forward,80,62.0,0,0,0,10,100
1758700202.467307,0,0.8222478032112122,478,324,127,152,move_forward,80,62.0,0,0,0,12,100
1758700205.5814242,0,0.8323753476142883,476,331,123,157,move_forward,80,62.5,1,0,0,15,100
1758700207.8920279,0,0.7657082080841064,458,326,143,163,move_forward,80,63.0,1,0,0,18,100
1758700210.717312,0,0.8201891779899597,459,321,168,181,move_forward,80,64.0,0,0,0,20,100
1758700213.305254,0,0.876579761505127,465,318,165,189,move_forward,80,64.0,0,0,0,23,100
1758700216.01179,0,0.861499011516571,467,320,175,203,move_forward,80,64.5,0,0,0,26,100
1758700218.822023,0,0.8642127513885498,471,323,179,201,move_forward,70,65.0,1,0,0,28,100
1758700221.364807,0,0.8753975033760071,483,335,188,220,move_forward,70,66.0,0,0,0,31,100
1758700223.8735769,0,0.8478087186813354,501,339,175,229,move_forward,70,66.0,0,0,0,34,100
1758700226.777003,0,0.8433915972709656,512,369,185,242,move_forward,80,66.5,1,0,0,36,100
1758700229.377059,0,0.7560997009277344,525,383,201,254,move_forward,80,67.0,0,0,0,39,100
1758700231.978739,0,0.8379399180412292,544,408,223,297,move_forward,80,67.0,1,0,0,42,100
1758700234.5874581,0,0.8788055777549744,554,441,244,330,move_forward,80,67.0,0,0,0,44,100
1758700237.2986,0,0.873907744884491,573,459,257,359,move_forward,80,67.0,0,0,0,47,100
1758700240.004726,0,0.884443998336792,668,504,377,361,move_right,80,67.5,0,0,0,50,100
1758700243.106633,0,0.8532910346984863,499,520,265,328,move_forward,80,67.0,0,0,0,52,100
1758700245.9147892,0,0.8655785918235779,521,542,312,354,move_forward,80,67.0,0,0,0,55,100
1758700248.544694,0,0.7831109762191772,687,516,546,404,move_right,70,68.0,1,0,0,58,100
1758700253.075637,0,0.5136047005653381,520,561,413,316,move_forward,80,68.0,0,0,0,61,100
1758700255.592026,0,0.8901760578155518,529,569,295,300,move_forward,70,69.0,1,0,0,65,100
1758700257.990815,0,0.7399977445602417,515,610,289,217,move_forward,80,68.5,1,0,0,68,100
1758700261.3941498,0,0.7216954827308655,553,602,359,233,move_forward,80,68.5,0,0,0,71,100
1758700265.59203,0,0.5924620032310486,580,657,184,124,move_forward,80,69.0,0,0,0,75,100
1758700267.977752,0,0.7545537352561951,591,651,195,135,move_right,70,69.0,1,0,0,78,100
1758700270.633596,0,0.5835949182510376,396,625,180,187,move_forward,80,69.5,0,0,0,81,100
1758700273.4892318,0,0.6208834052085876,366,663,206,111,move_left,80,69.5,0,0,0,84,100
1758700275.8995368,0,0.5898144245147705,545,627,199,184,move_forward,70,70.0,0,0,0,86,100
1758700279.902996,0,0.5232861638069153,518,685,205,68,move_forward,80,70.0,0,0,0,90,98
1758700282.999715,manual,1.0,-1,-1,-1,-1,manual_land,80,70.0,0,0,0,90,98
