timestamp,class,confidence,x,y,w,h,action,height,temp,speed_x,speed_y,speed_z,flight_time,battery,flight_id,video_path,detection_id,detected,bbox_area,aspect_ratio,dx,dy,detected_s,x_s,y_s,w_s,h_s,bbox_area_s,aspect_ratio_s,height_s,speed_x_s,speed_y_s,speed_z_s,dx_s,dy_s,action_encoded
1758700223.8735769,0,0.8478087186813354,501.0,339.0,175.0,229.0,move_forward,70.0,66.0,0.0,0.0,0.0,34,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00010,1,40075.0,0.7641921364009077,18.0,4.0,0.08980265101338757,0.17810444800594996,-0.531936379212416,-0.4920011898673569,-0.5803306372089952,-0.5656821210439181,-0.1321283917740367,0.8308675641104957,-0.27854300726557785,0.0,0.0,0.22039963407065585,-0.023984598079638004,0
1758700226.777003,0,0.8433915972709656,512.0,369.0,185.0,242.0,move_forward,80.0,66.5,1.0,0.0,0.0,36,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00011,1,44770.0,0.7644628067584182,11.0,30.0,0.08980265101338757,0.2813479623432945,-0.2919217694125652,-0.4166425956590251,-0.4866452323347039,-0.5100435739560936,-0.13139195351015773,1.6001893827313254,3.5901098714230035,0.0,0.0,0.14588275624537614,0.2514568993013638,0
1758700229.377059,0,0.7560997009277344,525.0,383.0,201.0,254.0,move_forward,80.0,67.0,0.0,0.0,0.0,39,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00012,1,51054.0,0.7913385795616591,13.0,14.0,0.08980265101338757,0.4033630247419744,-0.17991495150596815,-0.2960688449256942,-0.4001663970661272,-0.4355744302074483,-0.058268514188369994,1.6001893827313254,-0.27854300726557785,0.0,0.0,0.16717329276688464,0.08195443937459346,0
1758700231.978739,0,0.8379399180412292,544.0,408.0,223.0,297.0,move_forward,80.0,67.0,1.0,0.0,0.0,42,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00013,1,66231.0,0.7508417483136641,19.0,25.0,0.08980265101338757,0.5816927313246604,0.020097223327240843,-0.13027993766736415,-0.09028390402039418,-0.25571793837530493,-0.16845204655289195,1.6001893827313254,3.5901098714230035,0.0,0.0,0.2310449023314101,0.19848738057424806,0
1758700234.587458,0,0.8788055777549744,554.0,441.0,244.0,330.0,move_forward,80.0,67.0,0.0,0.0,0.0,44,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00014,1,80520.0,0.7393939371533517,10.0,33.0,0.08980265101338757,0.6755504716313372,0.2841132941070767,0.02797311017013269,0.14753289296819166,-0.08638477557702488,-0.19959918159071482,1.6001893827313254,-0.27854300726557785,0.0,0.0,0.1352374879846219,0.2832386105376332,0
1758700237.2986,0,0.873907744884491,573.0,459.0,257.0,359.0,move_forward,80.0,67.0,0.0,0.0,0.0,47,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00015,1,92263.0,0.7158774353318177,19.0,18.0,0.08980265101338757,0.8538801782140232,0.4281220599869872,0.12593928264096407,0.3565234115339186,0.05277677041921018,-0.26358273683941386,1.6001893827313254,-0.27854300726557785,0.0,0.0,0.2310449023314101,0.12433005435628605,0
1758700240.004726,0,0.884443998336792,668.0,504.0,377.0,361.0,move_right,80.0,67.5,0.0,0.0,0.0,50,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00016,1,136097.0,1.0443213267470324,95.0,45.0,0.08980265101338757,1.7455287111274531,0.7881439746867633,1.030242413140946,0.37093655074534804,0.5722357849128632,0.6300454070038058,1.6001893827313254,-0.27854300726557785,0.0,0.0,1.0400852901487325,0.410365455482711,2
1758700243.106633,0,0.8532910346984863,499.0,520.0,265.0,328.0,move_forward,80.0,67.0,0.0,0.0,0.0,52,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00017,1,86920.0,0.8079268268051012,-169.0,16.0,0.08980265101338757,0.1593328999446146,0.9161517665800172,0.18622615800762954,0.13311975375676222,-0.010540962720352447,-0.013135311893462334,1.6001893827313254,-0.27854300726557785,0.0,0.0,-1.7702655306903874,0.10314224686543975,0
1758700245.9147892,0,0.8655785918235779,521.0,542.0,312.0,354.0,move_forward,80.0,67.0,0.0,0.0,0.0,55,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00018,1,110448.0,0.8813559297136838,22.0,22.0,0.08980265101338757,0.3658199286193036,1.092162480433241,0.5404115507867892,0.320490563505345,0.2682798542939896,0.18665014507920397,1.6001893827313254,-0.27854300726557785,0.0,0.0,0.26298070711367283,0.16670566933797862,0
1758700248.544694,0,0.7831109762191772,687.0,516.0,546.0,404.0,move_right,70.0,68.0,1.0,0.0,0.0,58,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00019,1,220584.0,1.3514851451695913,166.0,-26.0,0.08980265101338757,1.9238584177101392,0.8841498186067037,2.303802655261754,0.680819043791081,1.5734570687912512,1.4657748575653935,0.8308675641104957,3.5901098714230035,0.0,0.0,1.7958993366622837,-0.34180171044233243,2
1758700253.075637,0,0.5136047005653381,520.0,561.0,413.0,316.0,move_forward,80.0,68.0,0.0,0.0,0.0,61,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00020,1,130508.0,1.3069620211805,-167.0,45.0,0.08980265101338757,0.356434154588636,1.24417173330648,1.3015333522909407,0.04664091848818554,0.5060028052166222,1.3446366123782578,1.6001893827313254,-0.27854300726557785,0.0,0.0,-1.748974994168879,0.410365455482711,0
1758700255.592026,0,0.8901760578155518,529.0,569.0,295.0,300.0,move_forward,70.0,69.0,1.0,0.0,0.0,65,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00021,1,88500.0,0.9833333300555556,9.0,8.0,0.08980265101338757,0.44090612086464515,1.3081756292531068,0.41230194063262504,-0.06866419520325001,0.00818297857863856,0.46410963622333523,0.8308675641104957,3.5901098714230035,0.0,0.0,0.12459221972386766,0.01839101690205458,0
1758700257.990815,0,0.7399977445602417,515.0,610.0,289.0,217.0,move_forward,80.0,68.5,1.0,0.0,0.0,68,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00022,1,62713.0,1.3317972288857272,-14.0,41.0,0.08980265101338757,0.30950528443529757,1.6361955959795695,0.3670867841076259,-0.6668094724775719,-0.29740833425495705,1.4122080945816713,1.6001893827313254,3.5901098714230035,0.0,0.0,-0.12024895027347991,0.36798984050101835,0
1758700261.3941498,0,0.7216954827308655,553.0,602.0,359.0,233.0,move_forward,80.0,68.5,0.0,0.0,0.0,71,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00023,1,83647.0,1.5407725255760836,38.0,-8.0,0.08980265101338757,0.6661646976006695,1.5721917000329426,0.8945969435659488,-0.5515043587861365,-0.049327962639085086,1.9807868118956953,1.6001893827313254,-0.27854300726557785,0.0,0.0,0.4333049992857407,-0.15111144302471574,0
1758700265.59203,0,0.5924620032310486,580.0,657.0,184.0,124.0,move_forward,80.0,69.0,0.0,0.0,0.0,75,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00024,1,22816.0,1.4838709557752343,27.0,55.0,0.08980265101338757,0.919580596428697,2.0122184846660023,-0.4241784550798583,-1.3370204458090411,-0.7702115532459978,1.8259693665664538,1.6001893827313254,-0.27854300726557785,0.0,0.0,0.316207048417444,0.5163044929369424,0
1758700267.977752,0,0.7545537352561951,591.0,651.0,195.0,135.0,move_right,70.0,69.0,1.0,0.0,0.0,78,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00025,1,26325.0,1.444444433744856,11.0,-6.0,0.08980265101338757,1.0228241107660416,1.9642155627060323,-0.34128400145069326,-1.2577481801461792,-0.7286278127281753,1.7186979250170658,0.8308675641104957,3.5901098714230035,0.0,0.0,0.14588275624537614,-0.12992363553386946,2
1758700270.633596,0,0.5835949182510376,396.0,625.0,180.0,187.0,move_forward,80.0,69.5,0.0,0.0,0.0,81,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00026,1,33660.0,0.9625668397723699,-195.0,-26.0,0.08980265101338757,-0.8074018252141568,1.7562029008794948,-0.454321892763191,-0.8830065606490136,-0.6417036928369734,0.40760829565664075,1.6001893827313254,-0.27854300726557785,0.0,0.0,-2.0470425054699977,-0.34180171044233243,0
1758700273.4892318,0,0.6208834052085876,366.0,663.0,206.0,111.0,move_left,80.0,69.5,0.0,0.0,0.0,84,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00027,1,22866.0,1.855855839136434,-30.0,38.0,0.08980265101338757,-1.0889750461341874,2.0602214066259728,-0.25838954782152823,-1.4307058506833326,-0.769619023458055,2.8380635767022393,1.6001893827313254,-0.27854300726557785,0.0,0.0,-0.2905732424455478,0.33620812926474897,1
1758700275.8995368,0,0.5898144245147705,545.0,627.0,199.0,184.0,move_forward,70.0,70.0,0.0,0.0,0.0,86,100.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00028,1,36616.0,1.0815217332525993,179.0,-36.0,0.08980265101338757,0.591078505355328,1.7722038748661517,-0.31114056376736055,-0.9046262694661578,-0.6066733317737978,0.7312600469611591,0.8308675641104957,-0.27854300726557785,0.0,0.0,1.9342878240520889,-0.4477407478965639,0
1758700279.902996,0,0.5232861638069153,518.0,685.0,205.0,68.0,move_forward,80.0,70.0,0.0,0.0,0.0,90,98.0,flight-001,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-001/session_2025-09-24_16-49-47.avi,flight-001_00029,1,13940.0,3.0147058380190317,-27.0,58.0,0.08980265101338757,0.3376626065273006,2.2362321204791966,-0.26592540724236147,-1.7405883437290657,-0.8753974412015953,5.9910556114513485,1.6001893827313254,-0.27854300726557785,0.0,0.0,-0.25863743766328506,0.5480862041732119,0
1758700345.439801,0,0.8620882034301758,325.0,412.0,176.0,379.0,move_left,50.0,76.0,0.0,0.0,0.0,104,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00000,1,66704.0,0.46437994600427457,0.0,0.0,0.08980265101338757,-1.4737917813915624,0.05209917130055428,-0.48446533044652373,0.500654803648213,-0.2501126065813665,-0.9478555774777626,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.028784805377079472,-0.0663602130613306,1
1758700347.215178,0,0.7215016484260559,368.0,283.0,120.0,154.0,move_left,50.0,76.0,0.0,0.0,0.0,104,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00001,1,18480.0,0.7792207741609041,43.0,-129.0,0.08980265101338757,-1.070203498072852,-0.9799636508388041,-0.906473458013182,-1.1208233576375994,-0.8215957364563933,-0.0912385654841038,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.4865313405895119,-1.4329737962209166,1
1758700349.279536,0,0.8514518737792969,428.0,406.0,182.0,390.0,move_forward,50.0,75.0,0.0,0.0,0.0,108,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00002,1,70980.0,0.46666666547008545,60.0,123.0,0.08980265101338757,-0.507057056232791,0.004096249340584124,-0.43925017392152466,0.579927069311075,-0.19943945911650224,-0.9416338850513403,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.6675009010223341,1.2366899476257165,0
1758700351.60149,0,0.8574610352516174,420.0,432.0,195.0,401.0,move_forward,50.0,76.0,0.0,0.0,0.0,110,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00003,1,78195.0,0.48628428806412893,-8.0,26.0,0.08980265101338757,-0.5821432484781325,0.21210891116712147,-0.34128400145069326,0.6591993349739369,-0.11393741071636292,-0.8882583767117146,-0.7077760731311634,-0.27854300726557785,0.0,0.0,-0.05637734070895446,0.2090812843196712,0
1758700353.712116,0,0.9004315733909607,405.0,450.0,212.0,428.0,move_forward,50.0,75.0,0.0,0.0,0.0,112,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00004,1,90736.0,0.495327101646432,-15.0,18.0,0.08980265101338757,-0.7229298589381478,0.35611767704703196,-0.21317439129652915,0.8537767143282344,0.034680910695438494,-0.8636547444692201,-0.7077760731311634,-0.27854300726557785,0.0,0.0,-0.13089421853423416,0.12433005435628605,0
1758700355.834423,0,0.8837153911590576,385.0,478.0,218.0,446.0,move_forward,50.0,74.5,0.0,0.0,0.0,114,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00005,1,97228.0,0.48878923657222145,-20.0,28.0,0.08980265101338757,-0.9106453395515014,0.580131312860226,-0.16795923477153007,0.9834949672310994,0.11161497836192559,-0.8814429280332075,-0.7077760731311634,-0.27854300726557785,0.0,0.0,-0.18412055983800538,0.2302690918105175,0
1758700357.6541162,0,0.5693403482437134,431.0,326.0,143.0,191.0,move_forward,50.0,74.5,0.0,0.0,0.0,114,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00006,1,27313.0,0.7486910955565911,46.0,-152.0,0.08980265101338757,-0.4788997341407879,-0.6359427101256847,-0.7331486913340188,-0.8541802822261547,-0.7169194241184265,-0.17430352950504366,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.5184671453717746,-1.6766335823656489,0
1758700360.0736132,0,0.9082791209220886,338.0,494.0,254.0,447.0,move_left,60.0,74.5,0.0,0.0,0.0,118,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00007,1,113538.0,0.5682326609211797,-93.0,168.0,0.08980265101338757,-1.3517767189928827,0.7081391047534797,0.10333170437846452,0.9907015368368142,0.30489819518885175,-0.6652937418339716,0.06154574548966615,-0.27854300726557785,0.0,0.0,-0.9612251428730652,1.7134156161697578,1
1758700362.1970088,0,0.5935803651809692,394.0,337.0,154.0,200.0,move_forward,60.0,74.5,0.0,0.0,0.0,118,92.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00008,1,30800.0,0.76999999615,56.0,-157.0,0.08980265101338757,-0.8261733732754922,-0.5479373531990727,-0.6502542377048538,-0.7893211557747223,-0.6755963967072989,-0.11632640226246457,0.06154574548966615,-0.27854300726557785,0.0,0.0,0.624919827979317,-1.7296031010927646,0
1758700364.097687,0,0.9071042537689208,417.0,505.0,299.0,430.0,move_forward,50.0,74.0,0.0,0.0,0.0,123,91.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00009,1,128570.0,0.6953488355922121,23.0,168.0,0.08980265101338757,-0.6103005705701355,0.7961444616800918,0.44244537831595776,0.8681898535396639,0.4830363506359611,-0.31943682626077186,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.27362597537442707,1.7134156161697578,0
1758700365.918424,0,0.5776212215423584,456.0,308.0,132.0,158.0,move_forward,50.0,74.0,0.0,0.0,0.0,123,91.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00010,1,20856.0,0.8354430326870694,39.0,-197.0,0.08980265101338757,-0.24425538337409583,-0.7799514760055951,-0.8160431449631838,-1.0919970792147407,-0.7934387209333537,0.06173061385708155,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.4439502675464949,-2.1533592509096904,0
1758700367.928794,0,0.9082474708557128,372.0,479.0,348.0,478.0,move_left,50.0,74.0,0.0,0.0,0.0,126,90.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00011,1,166344.0,0.7280334712802647,-84.0,171.0,0.08980265101338757,-1.0326604019501813,0.5881317998535543,0.8117024899367837,1.2141051946139705,0.9306807548309525,-0.23050866810184265,-0.7077760731311634,-0.27854300726557785,0.0,0.0,-0.865417728526277,1.7451973274060273,1
1758700369.850307,0,0.5496054887771606,413.0,292.0,143.0,189.0,move_forward,50.0,74.0,0.0,0.0,0.0,126,90.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00012,1,27027.0,0.7566137526105092,41.0,-187.0,0.08980265101338757,-0.6478436666928062,-0.9079592678988488,-0.7331486913340188,-0.8685934214375842,-0.720308694505459,-0.15274761233790435,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.4652408040680034,-2.047420213455459,0
1758700371.580301,0,0.9007970094680786,444.0,506.0,386.0,425.0,move_forward,50.0,75.0,0.0,0.0,0.0,130,89.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00013,1,164050.0,0.9082352919806228,31.0,214.0,0.08980265101338757,-0.35688467174210803,0.8041449486734201,1.0980651479284447,0.8321570055110903,0.9034954881601389,0.2597833505920085,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.358788121460461,2.2007351884592223,0
1758700373.795887,0,0.9105308651924132,420.0,509.0,444.0,420.0,move_forward,50.0,74.5,0.0,0.0,0.0,132,89.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00014,1,186480.0,1.0571428546258503,-24.0,3.0,0.08980265101338757,-0.5821432484781325,0.8281464096534051,1.5351449943367692,0.7961241574825166,1.1693043510312582,0.6649301421414052,-0.7077760731311634,-0.27854300726557785,0.0,0.0,-0.22670163288102235,-0.03457850182506115,0
1758700375.71942,0,0.6808847784996033,464.0,329.0,136.0,184.0,move_forward,50.0,74.5,0.0,0.0,0.0,132,89.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00015,1,25024.0,0.7391304307655955,44.0,-180.0,0.08980265101338757,-0.16916919112875434,-0.6119412491456996,-0.785899707279851,-0.9046262694661578,-0.7440454378104457,-0.20031612816922098,-0.7077760731311634,-0.27854300726557785,0.0,0.0,0.49717660885026616,-1.9732628872374969,0
1758700377.86031,0,0.7419827580451965,260.0,616.0,255.0,205.0,move_left,60.0,74.5,0.0,0.0,0.0,136,88.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00016,1,52275.0,1.2439024329565735,-204.0,287.0,0.08980265101338757,-2.083867093384962,1.6841985179395398,0.1108675637992977,-0.7532883077461486,-0.4211048527858863,1.1730644679451443,0.06154574548966615,-0.27854300726557785,0.0,0.0,-2.142849919816786,2.9740901618751123,1
1758700379.781242,0,0.6649696230888367,439.0,441.0,196.0,227.0,move_forward,60.0,74.5,0.0,0.0,0.0,136,88.0,flight-002,/Users/vishwanibhagya/Development/Capturing Video/DJITelloPy/djitellopy/dataset/flight-002/session_2025-09-24_16-52-14.avi,flight-002_00017,1,44492.0,0.8634361195443343,179.0,-175.0,0.08980265101338757,-0.40381354189544644,0.2841132941070767,-0.3337481420298601,-0.5947437764204248,-0.5133380395770553,0.13789403446725654,0.06154574548966615,-0.27854300726557785,0.0,0.0,1.9342878240520889,-1.9202933685103811,0
